date,home,away,home_score,away_score
2025-10-03,Shepherd,Gladwin,14,25
2025-10-03,Southfield Arts & Technology,Birmingham Groves,22,43
2025-10-03,Southfield Bradford Academy,Melvindale Academy for Business & Tech,23,32
2025-10-03,Sparta,Greenville,24,13
2025-10-03,Spring Lake,Wayland,35,14
2025-10-03,Springport,Stockbridge,53,0
2025-10-03,St Clair,St Clair Shores South Lake,42,14
2025-10-03,St Clair Shores Lakeview,Harrison Township L'Anse Creuse,42,14
2025-10-03,St Louis,Beaverton,22,26
2025-10-03,Sterling Heights,Marine City,7,61
2025-10-03,Sterling Heights Parkway Christian,Auburn Hills Oakland Christian,13,22
2025-10-03,Sterling Heights Stevenson,New Baltimore Anchor Bay,45,6
2025-10-03,Taylor,Trenton,20,48
2025-10-03,Temperance Bedford,Dexter,13,38
2025-10-03,Toledo Central Catholic (OH),Toledo St John's Jesuit (OH),42,7
2025-10-03,Toledo Whitmer (OH),Sylvania Northview (OH),51,10
2025-10-03,Traverse City St Francis,Boyne City,20,13
2025-10-03,Traverse City West,Midland Dow,13,31
2025-10-03,Troy Athens,Bloomfield Hills,35,21
2025-10-03,Unionville-Sebewaing,Vassar,46,12
2025-10-03,Utica Eisenhower,Clinton Township Chippewa Valley,27,13
2025-10-03,Walled Lake Northern,Walled Lake Central,41,28
2025-10-03,Walled Lake Western,Waterford Kettering,56,8
2025-10-03,Warren Cousino,Warren Mott,39,14
2025-10-03,Warren De La Salle Collegiate,River Rouge,28,14
2025-10-03,Waterford Mott,South Lyon,20,21
2025-10-03,Watervliet,South Haven,0,39
2025-10-03,West Chicago Wheaton Academy (IL),Chicago Hope Academy (IL),21,28
2025-10-03,Westland John Glenn,Livonia Churchill,35,24
2025-10-03,White Cloud,Kent City,0,54
2025-10-03,White Lake Lakeland,Allen Park,43,36
2025-10-03,White Pigeon,Union City,36,0
2025-10-03,Whitehall,Muskegon Oakridge,13,14
2025-10-03,Whitmore Lake,Center Line Prep Academy,54,0
2025-10-03,Wyoming,Zeeland East,12,44
2025-10-03,Wyoming Godwin Heights,Holland,49,19
2025-10-03,Wyoming Lee,Wyoming Kelloggsville,0,1
2025-10-03,Yale,North Branch,24,21
2025-10-03,Ypsilanti Community,Chelsea,6,35
2025-10-04,Erie Mason,Pioneer North Central (OH),30,33
2025-10-04,Harbor Springs,Lakeview,43,7
2025-10-04,New Market Huron Heights (CN),Columbus Harvest Prep (OH),47,34
2025-10-04,Warren Woods Tower,Warren Fitzgerald,0,61
2025-10-04,West Iron County,Manistique,27,22
2025-10-05,Detroit Catholic Central,Bloomfield Hills Brother Rice,41,8
2025-10-09,Detroit Communication Media Arts,Detroit Northwestern,14,12
2025-10-09,Detroit Denby,Detroit Douglass,1,0
2025-10-09,Detroit Mumford,Detroit Southeastern,22,50
2025-10-09,Detroit Osborn,Detroit Cody,0,42
2025-10-09,Detroit Voyageur College Prep,Detroit Old Redford,1,0
2025-10-09,Garfield Heights (OH),Warrensville Heights (OH),48,0
2025-10-09,Windsor Holy Names (CN),Windsor Herman (CN),14,21
2025-10-10,Ada Forest Hills Eastern,Spring Lake,43,57
2025-10-10,Addison,Homer,22,7
2025-10-10,Adrian Madison,Blissfield,51,14
2025-10-10,Allegan,Watervliet,50,33
2025-10-10,Allen Park,Wyandotte Roosevelt,31,7
2025-10-10,Alma,Essexville Garber,14,7
2025-10-10,Alpena,Sault Ste Marie,41,0
2025-10-10,Ann Arbor Pioneer,Monroe,21,14
2025-10-10,Auburn Hills Oakland Christian,Rochester Hills Lutheran Northwest,8,34
2025-10-10,Auburndale (WI),Wisconsin Rapids Assumption (WI),41,6
2025-10-10,Bark River-Harris,Iron Mountain,38,14
2025-10-10,Bath,Laingsburg,34,14
2025-10-10,Bay City Central,Midland Dow,0,48
2025-10-10,Beal City,Evart,64,0
2025-10-10,Belleville,Westland John Glenn,28,23
2025-10-10,Benzie Central,Oscoda,54,12
2025-10-10,Berkley,Auburn Hills Avondale,27,8
2025-10-10,Birmingham Groves,Rochester Hills Stoney Creek,29,12
2025-10-10,Boyne City,Morley Stanwood,28,0
2025-10-10,Bridgeport,Frankenmuth,6,77
2025-10-10,Brooklyn Columbia Central,Jonesville,27,26
2025-10-10,Brownstown Woodhaven,Gibraltar Carlson,23,27
2025-10-10,Buchanan,Dowagiac,26,40
2025-10-10,Burton Atherton,Burton Bentley,38,22
2025-10-10,Byron Center,Muskegon Reeths-Puffer,42,7
2025-10-10,Cadillac,Greenville,0,21
2025-10-10,Calumet,Hancock,1,0
2025-10-10,Canton,Plymouth,0,41
2025-10-10,Caro,Sandusky,30,28
2025-10-10,Carrollton,Saginaw Valley Lutheran,6,49
2025-10-10,Cassopolis,Sand Creek,1,0
2025-10-10,Cedar Springs,Sparta,51,13
2025-10-10,Central Montcalm,Kent City,14,46
2025-10-10,Centreville,Hartford,20,14
2025-10-10,Charlevoix,Mancelona,15,12
2025-10-10,Cheboygan,Kingsley,22,57
2025-10-10,Chelsea,Pinckney,44,6
2025-10-10,Chesaning,Ovid-Elsie,16,58
2025-10-10,Cincinnati Elder (OH),Fort Thomas Highlands (KY),40,16
2025-10-10,Cincinnati Moeller (OH),Cleveland St Ignatius (OH),42,10
2025-10-10,Clare,Shepherd,40,14
2025-10-10,Clarkson Football North (CN),Lakewood St Edward (OH),23,42
2025-10-10,Clawson,New Haven,41,14
2025-10-10,Clinton,Hudson,16,32
2025-10-10,Clinton Township Clintondale,Madison Heights Madison,16,52
2025-10-10,Clio,Lake Fenton,35,43
2025-10-10,Coldwater,Okemos,42,7
2025-10-10,Comstock,Decatur,0,62
2025-10-10,Comstock Park,Wyoming Kelloggsville,18,22
2025-10-10,Coopersville,Grand Rapids Kenowa Hills,31,34
2025-10-10,Corunna,Goodrich,7,55
2025-10-10,Dansville,Perry,14,35
2025-10-10,Davison,Flint Carman-Ainsworth,58,0
2025-10-10,Dearborn,Wayne Memorial,29,21
2025-10-10,Dearborn Edsel Ford,Lincoln Park,0,42
2025-10-10,Dearborn Fordson,Livonia Churchill,41,14
2025-10-10,Delton Kellogg,Galesburg-Augusta,36,32
2025-10-10,Detroit Cass Tech,Detroit East English,67,0
2025-10-10,Detroit Catholic Central,Toledo St John's Jesuit (OH),48,7
2025-10-10,Detroit Henry Ford,Detroit Martin Luther King,0,51
2025-10-10,Detroit Pershing,Detroit Central,6,0
2025-10-10,Detroit Renaissance,Detroit Western,58,16
2025-10-10,Detroit U of D Jesuit,Detroit Country Day,0,35
2025-10-10,Detroit University Prep,Cass City,14,69
2025-10-10,DeWitt,Grand Ledge,59,7
2025-10-10,Dexter,Ann Arbor Skyline,48,7
2025-10-10,Dundee,Ida,28,63
2025-10-10,Durand,Birch Run,30,28
2025-10-10,East Lansing,Lansing Everett,24,6
2025-10-10,Eaton Rapids,Portland,6,54
2025-10-10,Edwardsburg,Three Rivers,27,0
2025-10-10,Elk Rapids,Tawas,46,6
2025-10-10,Escanaba,Gaylord,30,34
2025-10-10,Farmington,Bloomfield Hills,49,21
2025-10-10,Fenton,Linden,46,41
2025-10-10,Flint Beecher,Burton Bendle,0,42
2025-10-10,Flint Powers Catholic,Saginaw Swan Valley,3,36
2025-10-10,Flushing,Swartz Creek,40,28
2025-10-10,Fowlerville,Mason,13,58
2025-10-10,Frankfort,Muskegon Catholic Central,22,8
2025-10-10,Freeland,Bay City John Glenn,35,14
2025-10-10,Fremont,Montague,0,35
2025-10-10,Fruitport,Wyoming Godwin Heights,30,31
2025-10-10,Galloway Westland (OH),Westerville South (OH),14,21
2025-10-10,Garden City,Dearborn Heights Robichaud,7,36
2025-10-10,Genesee,Saranac,0,54
2025-10-10,Gladstone,Houghton,34,22
2025-10-10,Gladwin,Midland Bullock Creek,50,30
2025-10-10,Grand Haven,Grandville,42,28
2025-10-10,Grand Rapids Christian,Hamilton,29,28
2025-10-10,Grand Rapids Forest Hills Central,Zeeland West,24,38
2025-10-10,Grand Rapids Forest Hills Northern,Muskegon Mona Shores,14,27
2025-10-10,Grand Rapids Ottawa Hills,Grand Rapids Northview,0,42
2025-10-10,Grant,Big Rapids,0,26
2025-10-10,Grass Lake,Michigan Center,12,46
2025-10-10,Grayling,Kalkaska,38,15
2025-10-10,Grosse Ile,Monroe Jefferson,14,53
2025-10-10,Grosse Pointe North,Warren Fitzgerald,10,49
2025-10-10,Grosse Pointe South,St Clair Shores Lakeview,22,25
2025-10-10,Grosse Pointe Woods University Liggett,Ann Arbor Father Gabriel Richard,14,50
2025-10-10,Harbor Beach,Reese,33,14
2025-10-10,Harbor Springs,East Jordan,14,30
2025-10-10,Harper Woods Chandler Park,Detroit Edison,30,36
2025-10-10,Harrison,Farwell,38,22
2025-10-10,Harrison Township L'Anse Creuse,Roseville,6,56
2025-10-10,Hastings,Battle Creek Harper Creek,15,29
2025-10-10,Hazel Park,Warren Lincoln,42,6
2025-10-10,Hesperia,Mason County Central,20,49
2025-10-10,Holland,Hopkins,0,45
2025-10-10,Holland Christian,Grand Rapids Catholic Central,7,35
2025-10-10,Holland West Ottawa,Caledonia,33,30
2025-10-10,Holly,Flint Kearsley,40,14
2025-10-10,Holt,Lansing Waverly,42,7
2025-10-10,Houghton Lake,Roscommon,22,12
2025-10-10,Howard City Tri County,Remus Chippewa Hills,39,12
2025-10-10,Howell,Novi,42,0
2025-10-10,Hudsonville,East Kentwood,43,42
2025-10-10,Hudsonville Unity Christian,Wyoming,55,6
2025-10-10,Imlay City,Croswell-Lexington,7,42
2025-10-10,Ishpeming Westwood,Kingsford,0,42
2025-10-10,Jackson Lumen Christi,New Market Huron Heights (CN),34,14
2025-10-10,Jenison,Rockford,7,38
2025-10-10,Johannesburg-Lewiston,Maple City Glen Lake,6,49
2025-10-10,Kalamazoo Hackett Catholic Prep,South Haven,33,0
2025-10-10,Kalamazoo Loy Norrix,Richland Gull Lake,27,13
2025-10-10,LaGrange Prairie Heights (IN),Fremont (IN),6,45
2025-10-10,Lake City,McBain,6,56
2025-10-10,Lakeview,White Cloud,42,6
2025-10-10,Lansing Catholic,Lake Odessa Lakewood,13,21
2025-10-10,Lansing Sexton,Ionia,26,18
2025-10-10,Lawton,Coloma,70,27
2025-10-10,Livonia Stevenson,Livonia Franklin,11,43
2025-10-10,Lombard Montini (IL),Arlington Heights St Viator (IL),49,3
2025-10-10,Lowell,Allendale,56,0
2025-10-10,Ludington,Whitehall,32,7
2025-10-10,Lutheran Westland,Flint Hamady,6,41
2025-10-10,Macomb Dakota,Utica Eisenhower,14,7
2025-10-10,Macomb Lutheran North,Riverview Gabriel Richard,55,6
2025-10-10,Madison Heights Bishop Foley,Royal Oak Shrine Catholic,0,28
2025-10-10,Madison Heights Lamphere,St Clair Shores Lake Shore,37,0
2025-10-10,Manchester,Niles Brandywine,54,14
2025-10-10,Manistique,Howards Grove (WI),14,60
2025-10-10,Mansfield (MA),Stoughton (MA),35,7
2025-10-10,Manton,LeRoy Pine River,30,34
2025-10-10,Marine City,Eastpointe,67,0
2025-10-10,Marinette (WI),Mishicot (WI),51,30
2025-10-10,Marquette,Petoskey,27,17
2025-10-10,Marshall,Battle Creek Pennfield,36,7
2025-10-10,Marysville,Warren Woods Tower,57,0
2025-10-10,Melvindale,Dearborn Heights Annapolis,26,6
2025-10-10,Melvindale Academy for Business & Tech,Hamtramck,18,8
2025-10-10,Menominee,Negaunee,40,12
2025-10-10,Middleville Thornapple Kellogg,East Grand Rapids,7,34
2025-10-10,Midland,Saginaw Heritage,42,33
2025-10-10,Milan,Flat Rock,14,51
2025-10-10,Monroe St Mary Catholic Central,Riverview,13,14
2025-10-10,Morris (IL),Ottawa (IL),42,0
2025-10-10,Mount Pleasant,Traverse City West,29,8
2025-10-10,Mt Morris,Otisville LakeVille Memorial,26,19
2025-10-10,Muskegon,Grand Rapids Union,67,0
2025-10-10,Muskegon Orchard View,Hart,35,30
2025-10-10,Napoleon,Leslie,30,26
2025-10-10,New Baltimore Anchor Bay,Clinton Township Chippewa Valley,26,8
2025-10-10,New Boston Huron,Carleton Airport,56,14
2025-10-10,New Lothrop,Montrose,14,28
2025-10-10,Newaygo,Reed City,6,55
2025-10-10,North Branch,Armada,14,31
2025-10-10,North Farmington,Oak Park,21,6
2025-10-10,Northville,Hartland,55,9
2025-10-10,Orchard Lake St Mary's,Toledo Central Catholic (OH),36,21
2025-10-10,Ortonville Brandon,Owosso,22,34
2025-10-10,Oxford,Troy Athens,31,28
2025-10-10,Parchment,Constantine,29,60
2025-10-10,Parma Western,Jackson Northwest,32,28
2025-10-10,Paw Paw,Otsego,34,20
2025-10-10,Pewamo-Westphalia,Fowler,37,6
2025-10-10,Pinconning,Beaverton,33,30
2025-10-10,Pioneer North Central (OH),Edon (OH),15,47
2025-10-10,Pontiac,Royal Oak,0,40
2025-10-10,Pontiac Notre Dame Prep,Traverse City St Francis,63,38
2025-10-10,Port Huron Northern,Warren Mott,49,7
2025-10-10,Portage Central,Portage Northern,30,0
2025-10-10,Quincy,Springport,20,36
2025-10-10,Ravenna,North Muskegon,29,36
2025-10-10,Redford Union,Dearborn Heights Crestwood,24,7
2025-10-10,Redford Westfield Prep,Arts & Technology Academy of Pontiac,42,0
2025-10-10,Richmond,Almont,14,35
2025-10-10,Rochester,Southfield Arts & Technology,10,0
2025-10-10,Rochester Adams,Lake Orion,29,27
2025-10-10,Romulus,Redford Thurston,6,43
2025-10-10,Romulus Summit Academy North,Warren Michigan Collegiate,34,20
2025-10-10,Saginaw Michigan Lutheran Seminary,Hemlock,57,0
2025-10-10,Saginaw Nouvel Catholic Central,Ithaca,30,37
2025-10-10,Saginaw United,Grand Blanc,6,50
2025-10-10,Salem,Brighton,14,35
2025-10-10,Saline,Harper Woods,32,41
2025-10-10,Sanford Meridian,St Louis,44,0
2025-10-10,Saugatuck,Schoolcraft,13,33
2025-10-10,Shelby,Manistee,48,20
2025-10-10,South Lyon,Walled Lake Central,49,7
2025-10-10,Southfield Bradford Academy,Detroit Community,14,0
2025-10-10,St Clair Shores South Lake,Center Line,24,41
2025-10-10,St John Lake Central (IN),Merrillville (IN),18,42
2025-10-10,St Johns,Haslett,13,21
2025-10-10,St Joseph,Mattawan,39,37
2025-10-10,Standish-Sterling,Ogemaw Heights,0,43
2025-10-10,Sterling Heights,St Clair,2,51
2025-10-10,Sterling Heights Stevenson,Romeo,9,45
2025-10-10,Stevensville Lakeshore,Battle Creek Lakeview,56,14
2025-10-10,Sturgis,Plainwell,7,33
2025-10-10,Taylor,Tecumseh,26,36
2025-10-10,Temperance Bedford,Ann Arbor Huron,31,28
2025-10-10,Toledo Ottawa Hills (OH),Petersburg Summerfield,27,28
2025-10-10,Toledo St Francis De Sales (OH),Dearborn Divine Child,24,17
2025-10-10,Toledo Whitmer (OH),Findlay (OH),35,33
2025-10-10,Traverse City Central,Bay City Western,47,21
2025-10-10,Trenton,Southgate Anderson,28,7
2025-10-10,Troy,Birmingham Seaholm,7,42
2025-10-10,Ubly,Unionville-Sebewaing,22,28
2025-10-10,Union City,Reading,32,6
2025-10-10,Utica,Macomb L'Anse Creuse North,44,0
2025-10-10,Vandercook Lake,Hanover-Horton,7,56
2025-10-10,Vassar,Marlette,50,30
2025-10-10,Vermontville Maple Valley,Stockbridge,13,20
2025-10-10,Vicksburg,Niles,7,42
2025-10-10,Walled Lake Northern,Milford,9,49
2025-10-10,Walled Lake Western,White Lake Lakeland,42,35
2025-10-10,Warren Cousino,Port Huron,28,18
2025-10-10,Waterford Kettering,Livonia Clarenceville,14,0
2025-10-10,Waterford Mott,South Lyon East,38,24
2025-10-10,Waterford Our Lady of the Lakes,Clarkston Everest Collegiate,14,21
2025-10-10,Wayland,Grand Rapids West Catholic,19,48
2025-10-10,West Bloomfield,Clarkston,10,38
2025-10-10,West Chicago Wheaton Academy (IL),Kankakee Bishop McNamara (IL),14,29
2025-10-10,West Iron County,L'Anse,49,40
2025-10-10,West Unity Hilltop (OH),Montpelier (OH),28,58
2025-10-10,White Pigeon,Bronson,6,32
2025-10-10,Whitmore Lake,Sterling Heights Parkway Christian,41,0
2025-10-10,Williamston,Lansing Eastern,57,8
2025-10-10,Ypsilanti Community,Adrian,7,39
2025-10-10,Ypsilanti Lincoln,Jackson,36,32
2025-10-10,Zeeland East,Grand Rapids South Christian,12,41
2025-10-11,Bloomfield Hills Brother Rice,Warren De La Salle Collegiate,22,17
2025-10-11,Bloomfield Hills Cranbrook Kingswood,Detroit Loyola,39,20
2025-10-11,Detroit University Prep Science & Math,Vestaburg,30,12
2025-10-11,Flint New Standard Academy,Flint Southwestern,35,8
2025-10-11,Hammond Morton (IN),Hobart (IN),18,29
2025-10-11,Lapeer,New Lenox Lincoln Way West (IL),7,49
2025-10-11,Marine City Cardinal Mooney,Allen Park Cabrini,7,42
2025-10-11,Ottawa Lake Whiteford,Erie Mason,84,0
2025-10-16,Detroit East English,Detroit Communication Media Arts,40,8
2025-10-16,Detroit Henry Ford,Detroit Northwestern,18,0
2025-10-16,Detroit Mumford,Detroit Central,22,16
2025-10-16,Detroit Southeastern,Detroit Osborn,50,0
2025-10-16,Detroit Western,Detroit Cody,0,20
2025-10-16,Detroit Renaissance,Dearborn Divine Child,8,42
2025-10-16,Windsor Holy Names (CN),Essex (CN),35,13
2025-10-17,Detroit Cass Tech,Detroit Martin Luther King,35,19
2025-10-17,Detroit Denby,Detroit Pershing,20,6
2025-10-17,Clare,Beaverton,54,0
2025-10-17,Gladwin,Harrison,63,30
2025-10-17,Midland Bullock Creek,Farwell,39,24
2025-10-17,Ogemaw Heights,Sanford Meridian,34,0
2025-10-17,Shepherd,St Louis,23,8
2025-10-17,Standish-Sterling,Pinconning,21,8
2025-10-17,Clio,Swartz Creek,20,21
2025-10-17,Corunna,Flint Kearsley,38,20
2025-10-17,Lake Fenton,Linden,34,60
2025-10-17,Ortonville Brandon,Flushing,0,38
2025-10-17,Owosso,Holly,14,41
2025-10-17,Adrian,Jackson,48,7
2025-10-17,Akron Archbishop Hoban (OH),Central York (PA),46,21
2025-10-17,Allen Park Cabrini,Waterford Our Lady of the Lakes,21,6
2025-10-17,Allendale,Cedar Springs,20,51
2025-10-17,Alpena,Escanaba,6,39
2025-10-17,Ann Arbor Father Gabriel Richard,Macomb Lutheran North,44,19
2025-10-17,Ann Arbor Huron,Monroe,22,12
2025-10-17,Ann Arbor Skyline,Marlette,29,22
2025-10-17,Auburn Hills Avondale,Birmingham Groves,14,42
2025-10-17,Auburndale (WI),Iola-Scandinavia (WI),56,7
2025-10-17,Bark River-Harris,West Iron County,44,7
2025-10-17,Battle Creek Central,St Joseph,18,37
2025-10-17,Battle Creek Harper Creek,Marshall,41,22
2025-10-17,Battle Creek Pennfield,Jackson Northwest,35,50
2025-10-17,Bay City John Glenn,Flint Powers Catholic,38,0
2025-10-17,Bay City Western,Traverse City West,7,36
2025-10-17,Belding,Comstock Park,50,20
2025-10-17,Benton Harbor,Buchanan,6,40
2025-10-17,Birch Run,Otisville LakeVille Memorial,43,7
2025-10-17,Birmingham Seaholm,Rochester Adams,7,45
2025-10-17,Bloomfield Hills,West Bloomfield,0,37
2025-10-17,Brighton,Howell,28,37
2025-10-17,Brownstown Woodhaven,Trenton,24,14
2025-10-17,Byron Center,Grand Rapids Forest Hills Northern,41,13
2025-10-17,Calumet,Gladstone,46,3
2025-10-17,Carleton Airport,Milan,33,28
2025-10-17,Central Montcalm,Remus Chippewa Hills,46,14
2025-10-17,Charlevoix,Boyne City,13,12
2025-10-17,Chelsea,Ypsilanti Lincoln,35,7
2025-10-17,Chesaning,Durand,22,51
2025-10-17,Clarkston,Farmington,49,7
2025-10-17,Clarkston Everest Collegiate,Royal Oak Shrine Catholic,28,7
2025-10-17,Clinton Township Chippewa Valley,Harrison Township L'Anse Creuse,42,14
2025-10-17,Coldwater,Hastings,37,40
2025-10-17,Constantine,Watervliet,56,26
2025-10-17,Coopersville,Big Rapids,38,28
2025-10-17,Croswell-Lexington,Yale,38,17
2025-10-17,Dearborn Edsel Ford,Allen Park,0,57
2025-10-17,Dearborn Heights Annapolis,Romulus,0,53
2025-10-17,Dearborn Heights Robichaud,Dearborn Heights Crestwood,14,15
2025-10-17,Decatur,White Pigeon,22,14
2025-10-17,Detroit Catholic Central,Grand Ledge,36,14
2025-10-17,Detroit Community,Detroit Leadership Academy,46,0
2025-10-17,Detroit Loyola,Grosse Pointe Woods University Liggett,14,7
2025-10-17,Detroit Old Redford,Detroit Lincoln-King,0,1
2025-10-17,Detroit U of D Jesuit,Saginaw Heritage,14,42
2025-10-17,Dexter,Ann Arbor Pioneer,69,19
2025-10-17,Dowagiac,Williamston,7,46
2025-10-17,Dundee,Blissfield,29,21
2025-10-17,East Grand Rapids,Grand Rapids Ottawa Hills,61,14
2025-10-17,East Jordan,Frankfort,25,14
2025-10-17,Eaton Rapids,Lansing Sexton,13,48
2025-10-17,Elk Rapids,Benzie Central,42,14
2025-10-17,Essexville Garber,Bridgeport,42,0
2025-10-17,Evart,McBain,28,71
2025-10-17,Flat Rock,New Boston Huron,37,13
2025-10-17,Flint Hamady,Rochester Hills Lutheran Northwest,28,14
2025-10-17,Flint Southwestern,Burton Atherton,0,41
2025-10-17,Fowler,Ithaca,48,28
2025-10-17,Frankenmuth,Freeland,27,13
2025-10-17,Galesburg-Augusta,Coloma,46,29
2025-10-17,Galloway Westland (OH),Delaware Hayes (OH),24,17
2025-10-17,Gaylord,St Johns,32,28
2025-10-17,Genesee,Flint Beecher,1,0
2025-10-17,Grand Blanc,Davison,57,29
2025-10-17,Grand Haven,Hudsonville,14,63
2025-10-17,Grand Rapids Kenowa Hills,Greenville,42,0
2025-10-17,Grand Rapids Northview,Grand Rapids Catholic Central,7,35
2025-10-17,Grand Rapids South Christian,Hudsonville Unity Christian,14,42
2025-10-17,Grand Rapids Union,Muskegon Mona Shores,21,47
2025-10-17,Grand Rapids West Catholic,Ada Forest Hills Eastern,31,21
2025-10-17,Grandville,East Kentwood,20,35
2025-10-17,Gwinn,L'Anse,0,1
2025-10-17,Hammond Morton (IN),East Chicago Central (IN),58,6
2025-10-17,Hancock,Ishpeming Westwood,52,20
2025-10-17,Hanover-Horton,Addison,46,0
2025-10-17,Harbor Beach,Elkton-Pigeon-Bay Port Laker,20,6
2025-10-17,Harbor Springs,Oscoda,34,22
2025-10-17,Harper Woods,Ferndale,44,8
2025-10-17,Hartland,Canton,49,0
2025-10-17,Haslett,Parma Western,42,0
2025-10-17,Hesperia,Hart,21,44
2025-10-17,Holland,Fruitport,6,45
2025-10-17,Homer,Brooklyn Columbia Central,14,56
2025-10-17,Houghton,Negaunee,6,42
2025-10-17,Howards Grove (WI),Milwaukee Pius Xi (WI),27,12
2025-10-17,Hudson,Hillsdale,86,8
2025-10-17,Ida,Clinton,16,28
2025-10-17,Imlay City,Armada,0,42
2025-10-17,Ionia,Lansing Catholic,0,28
2025-10-17,Iron Mountain,Manistique,43,14
2025-10-17,Jonesville,Vandercook Lake,46,7
2025-10-17,Kalamazoo Central,Mattawan,45,28
2025-10-17,Kalamazoo Hackett Catholic Prep,Parchment,42,0
2025-10-17,Kalkaska,Kingsley,8,63
2025-10-17,Kent City,Howard City Tri County,24,21
2025-10-17,Kingsford,Menominee,14,49
2025-10-17,LaGrange Prairie Heights (IN),Ligonier West Noble (IN),6,42
2025-10-17,Laingsburg,Dansville,43,11
2025-10-17,Lake City,Houghton Lake,8,34
2025-10-17,Lake Orion,Oak Park,14,13
2025-10-17,Lakeview,Hemlock,13,12
2025-10-17,Lansing Eastern,Detroit University Prep Science & Math,50,44
2025-10-17,Lansing Everett,Holt,28,21
2025-10-17,Lansing Waverly,East Lansing,6,45
2025-10-17,LeRoy Pine River,Beal City,6,49
2025-10-17,Leslie,Millington,26,55
2025-10-17,Lincoln Park,Gibraltar Carlson,36,59
2025-10-17,Livonia Churchill,Livonia Franklin,26,34
2025-10-17,Livonia Clarenceville,Whitmore Lake,15,56
2025-10-17,Lombard Montini (IL),Chicago Saint Ignatius College Prep (IL),49,7
2025-10-17,Lowell,Sparta,35,14
2025-10-17,Macomb Dakota,Utica,17,26
2025-10-17,Macomb L'Anse Creuse North,Sterling Heights Stevenson,13,31
2025-10-17,Madison Heights Madison,St Clair Shores South Lake,52,28
2025-10-17,Mancelona,Johannesburg-Lewiston,44,6
2025-10-17,Manchester,Grass Lake,30,6
2025-10-17,Mansfield (MA),North Easton Oliver Ames (MA),41,0
2025-10-17,Maple City Glen Lake,Grayling,39,27
2025-10-17,Marinette (WI),Kewaunee (WI),21,42
2025-10-17,Marysville,Clinton Township Clintondale,62,8
2025-10-17,Mason County Central,Shelby,26,22
2025-10-17,Melvindale Academy for Business & Tech,Redford Westfield Prep,34,18
2025-10-17,Michigan Center,Napoleon,46,14
2025-10-17,Middleville Thornapple Kellogg,Holland Christian,22,21
2025-10-17,Midland Dow,Lapeer,50,0
2025-10-17,Milford,Walled Lake Central,41,19
2025-10-17,Monroe Jefferson,Monroe St Mary Catholic Central,15,20
2025-10-17,Montague,Manistee,24,22
2025-10-17,Montpelier (OH),Pioneer North Central (OH),56,42
2025-10-17,Montrose,Mt Morris,44,0
2025-10-17,Morley Stanwood,Grant,42,20
2025-10-17,Morris (IL),Sycamore (IL),50,10
2025-10-17,Mount Pleasant,Midland,10,0
2025-10-17,Muskegon Orchard View,Ludington,15,55
2025-10-17,Muskegon Reeths-Puffer,Muskegon,7,61
2025-10-17,New Baltimore Anchor Bay,Grosse Pointe South,14,42
2025-10-17,New Haven,Burton Bentley,55,14
2025-10-17,New Lenox Lincoln Way West (IL),Bradley-Bourbonnais Coummunity (IL),13,35
2025-10-17,Niles,Plainwell,49,14
2025-10-17,Niles Brandywine,Berrien Springs,26,47
2025-10-17,North Branch,Almont,14,43
2025-10-17,North Muskegon,Newaygo,56,34
2025-10-17,Novi,Northville,19,16
2025-10-17,Okemos,DeWitt,0,51
2025-10-17,Olivet,Lake Odessa Lakewood,42,14
2025-10-17,Onsted,Adrian Madison,35,53
2025-10-17,Orchard Lake St Mary's,Bloomfield Hills Brother Rice,31,43
2025-10-17,Otsego,Sturgis,49,0
2025-10-17,Ovid-Elsie,New Lothrop,56,25
2025-10-17,Oxford,North Farmington,27,14
2025-10-17,Perry,Pewamo-Westphalia,0,55
2025-10-17,Petersburg Summerfield,Ottawa Lake Whiteford,6,58
2025-10-17,Pinckney,Carrollton,62,23
2025-10-17,Plymouth,Salem,20,27
2025-10-17,Pontiac Notre Dame Prep,Marine City,21,12
2025-10-17,Port Huron,Madison Heights Lamphere,20,14
2025-10-17,Portage Central,Battle Creek Lakeview,58,0
2025-10-17,Portage Northern,Kalamazoo Loy Norrix,46,13
2025-10-17,Portland,Charlotte,49,7
2025-10-17,Ravenna,Muskegon Oakridge,29,23
2025-10-17,Reading,Bronson,0,44
2025-10-17,Redford Thurston,Garden City,43,0
2025-10-17,Redford Union,Melvindale,46,3
2025-10-17,Reed City,Hopkins,21,7
2025-10-17,Reese,Saginaw Michigan Lutheran Seminary,18,26
2025-10-17,Richland Gull Lake,Stevensville Lakeshore,41,56
2025-10-17,Richmond,Algonac,47,6
2025-10-17,Riverview,Grosse Ile,68,24
2025-10-17,Rochester Hills Stoney Creek,Berkley,37,0
2025-10-17,Rockford,Caledonia,34,14
2025-10-17,Romeo,Roseville,28,13
2025-10-17,Romulus Summit Academy North,Detroit Voyageur College Prep,40,6
2025-10-17,Roscommon,Manton,14,57
2025-10-17,Royal Oak,Rochester,0,41
2025-10-17,Saginaw Nouvel Catholic Central,Mount Pleasant Sacred Heart,35,0
2025-10-17,Saginaw Swan Valley,Alma,44,6
2025-10-17,Saginaw Valley Lutheran,Tawas,49,0
2025-10-17,Saline,Temperance Bedford,51,0
2025-10-17,Saranac,Bath,22,14
2025-10-17,Saugatuck,Lawton,17,56
